SK_ID_CURR,SK_ID_BUREAU,CREDIT_ACTIVE,CREDIT_CURRENCY,DAYS_CREDIT,CREDIT_DAY_OVERDUE,DAYS_CREDIT_ENDDATE,DAYS_ENDDATE_FACT,AMT_CREDIT_MAX_OVERDUE,CNT_CREDIT_PROLONG,AMT_CREDIT_SUM,AMT_CREDIT_SUM_DEBT,AMT_CREDIT_SUM_LIMIT,AMT_CREDIT_SUM_OVERDUE,CREDIT_TYPE,DAYS_CREDIT_UPDATE,AMT_ANNUITY
264129,5727532,Closed,currency 1,-1836,0,-1119.0,-1143.0,94.5,0,171000.0,,,0.0,Consumer credit,-1134,0.0
157904,6837905,Active,currency 1,-561,0,3091.0,,,0,630000.0,519498.0,,0.0,Consumer credit,-10,
390157,6426125,Closed,currency 1,-792,0,1049.0,-62.0,,0,504000.0,0.0,,0.0,Credit card,-58,
390053,5540017,Active,currency 1,-812,0,266.0,,,0,427500.0,122643.0,0.0,0.0,Consumer credit,-17,
398411,6427009,Closed,currency 1,-2322,0,-1226.0,-1223.0,10597.5,0,360360.0,0.0,0.0,0.0,Consumer credit,-1223,
315536,6605099,Active,currency 1,-270,0,30943.0,,,0,13500.0,13378.5,,0.0,Credit card,-25,38907.0
138729,6756653,Active,currency 1,-294,0,,,0.0,0,0.0,24799.23,0.0,0.0,Credit card,-47,
111294,6740745,Closed,currency 1,-995,0,-814.0,-840.0,,0,81526.5,0.0,,0.0,Consumer credit,-841,
130267,6508250,Active,currency 1,-2450,0,-1704.0,,,0,0.0,0.0,0.0,0.0,Credit card,-1086,
322079,6764939,Closed,currency 1,-718,0,-414.0,-414.0,,0,495000.0,0.0,0.0,0.0,Consumer credit,-409,0.0
167645,6387498,Closed,currency 1,-406,0,-105.0,-105.0,,0,68224.5,0.0,0.0,0.0,Consumer credit,-82,0.0
175733,6084850,Active,currency 1,-285,0,31090.0,,,0,22500.0,10350.0,12150.0,0.0,Credit card,-269,
386901,5705981,Closed,currency 1,-2452,0,-1977.0,-1977.0,,0,112500.0,,,0.0,Credit card,-1977,
224304,6794889,Closed,currency 1,-2032,0,-1666.0,-1698.0,,0,81810.0,0.0,0.0,0.0,Consumer credit,-1621,
432507,6436744,Closed,currency 1,-1328,0,-1085.0,-1080.0,,0,22504.5,0.0,,0.0,Consumer credit,-1074,0.0
243108,6148814,Active,currency 1,-775,0,1038.0,,,0,1350000.0,787500.0,0.0,0.0,Consumer credit,-17,
128663,5865580,Closed,currency 1,-1008,0,-826.0,-826.0,,0,14760.0,0.0,,0.0,Consumer credit,-826,
396965,5430825,Closed,currency 1,-987,0,840.0,-169.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-110,
208572,5931404,Active,currency 1,-296,0,802.0,,,0,572850.0,456601.5,0.0,0.0,Consumer credit,-17,0.0
160004,5579648,Active,currency 1,-271,0,94.0,,0.0,0,67716.0,24309.0,0.0,0.0,Consumer credit,-29,
186308,5765266,Closed,currency 1,-1953,0,-1862.0,-1856.0,35.325,0,27601.92,0.0,0.0,0.0,Consumer credit,-872,
305340,6056036,Closed,currency 1,-2093,0,-1881.0,-1895.0,,0,31240.62,0.0,,0.0,Consumer credit,-898,
281985,5761385,Closed,currency 1,-390,0,-208.0,-128.0,,0,22671.0,,,0.0,Consumer credit,-128,
382085,6344317,Closed,currency 1,-2346,0,-1616.0,-1532.0,,0,630000.0,0.0,0.0,0.0,Consumer credit,-309,
176333,6461400,Active,currency 1,-151,0,214.0,,0.0,0,563054.31,439789.5,0.0,0.0,Consumer credit,-41,
140232,6176142,Active,currency 1,-96,0,1730.0,,0.0,0,1053000.0,,,0.0,Consumer credit,-7,33043.5
379839,6148623,Active,currency 1,-222,0,1054.0,,,0,135000.0,129091.5,0.0,0.0,Credit card,-39,
327905,6783449,Active,currency 1,-230,0,1339.0,,,0,0.0,0.0,0.0,0.0,Credit card,-12,
180099,6325173,Closed,currency 1,-2503,0,-2317.0,-2203.0,,0,21457.8,0.0,,0.0,Consumer credit,-611,
426195,5039219,Closed,currency 1,-1703,0,-1157.0,-908.0,,0,93735.0,,,0.0,Consumer credit,-905,
400621,5787542,Active,currency 1,-168,0,563.0,,0.0,0,259933.5,214393.5,,0.0,Consumer credit,-11,2758.5
379313,6363959,Closed,currency 1,-2586,0,-2493.0,-2493.0,0.0,0,92655.0,0.0,0.0,0.0,Consumer credit,-2492,
183730,5001118,Active,currency 1,-609,0,827.0,,,0,135000.0,0.0,0.0,0.0,Credit card,-73,
258960,6652180,Closed,currency 1,-2400,0,-2317.0,-2317.0,,0,20466.0,,,0.0,Credit card,-2317,
283792,6778371,Active,currency 1,-208,0,157.0,,0.0,0,144112.5,76378.5,0.0,0.0,Consumer credit,-22,
436731,6798183,Closed,currency 1,-502,0,-134.0,-462.0,0.0,0,145336.5,,,0.0,Consumer credit,-111,0.0
127482,5091219,Active,currency 1,-574,0,1252.0,,19838.655,0,1597500.0,1279698.48,0.0,0.0,Consumer credit,-48,20685.555
341202,5382985,Active,currency 1,-570,0,-10.0,,,0,0.0,0.0,0.0,0.0,Credit card,-8,
438677,6284117,Active,currency 1,-2735,0,873.0,,,0,180000.0,170779.5,,0.0,Credit card,-6,21600.0
289566,5457845,Closed,currency 1,-181,0,-29.0,-29.0,0.0,0,66129.21,0.0,0.0,0.0,Consumer credit,-29,
371289,5207387,Closed,currency 1,-2466,0,-2131.0,-2159.0,0.0,0,99427.5,0.0,0.0,0.0,Consumer credit,-2159,
173333,6005647,Active,currency 1,-772,0,,,,0,211500.0,201433.5,,0.0,Credit card,-5,0.0
212394,6769757,Closed,currency 1,-1080,0,-505.0,-476.0,,0,119173.5,,,0.0,Consumer credit,-470,
182572,5248837,Active,currency 1,-1143,0,684.0,,,0,749250.0,376933.5,0.0,0.0,Consumer credit,-32,
448294,6575771,Closed,currency 1,-1387,0,-1082.0,-1078.0,,0,78196.5,0.0,0.0,0.0,Consumer credit,-1078,0.0
438805,5048673,Active,currency 1,-93,0,91.0,,0.0,0,225000.0,150936.345,0.0,0.0,Consumer credit,-31,
419574,5427837,Active,currency 1,-221,0,875.0,,,0,742500.0,662490.0,0.0,0.0,Consumer credit,-28,27031.5
418746,5064790,Closed,currency 1,-256,0,-136.0,-133.0,,0,49329.0,0.0,0.0,0.0,Consumer credit,-132,
261595,6252075,Closed,currency 1,-556,0,-375.0,-432.0,,0,20340.0,0.0,,0.0,Consumer credit,-432,
120859,5328147,Closed,currency 1,-1218,0,-487.0,-487.0,,0,280692.0,0.0,0.0,0.0,Consumer credit,-337,
109346,6096398,Closed,currency 1,-2061,0,-1521.0,-1580.0,2587.59,0,67500.0,0.0,0.0,0.0,Consumer credit,-1580,
189127,5947724,Active,currency 1,-91,0,,,0.0,0,72994.5,49968.0,23024.115,0.0,Credit card,-25,
209348,5281532,Closed,currency 1,-906,0,189.0,-752.0,,0,118575.0,0.0,0.0,0.0,Consumer credit,-46,
332933,5737765,Closed,currency 1,-898,0,-168.0,-308.0,,0,382500.0,0.0,,0.0,Consumer credit,-306,
107808,5101063,Closed,currency 1,-1562,0,-1470.0,-1470.0,0.0,0,32220.0,0.0,0.0,0.0,Consumer credit,-1470,
452344,6539551,Active,currency 1,-938,0,157.0,,0.0,0,900000.0,,,0.0,Consumer credit,-25,3640.5
185798,6643254,Active,currency 1,-1228,0,599.0,,,0,247275.0,111051.0,0.0,0.0,Consumer credit,-22,0.0
440596,5082502,Closed,currency 1,-2531,0,-705.0,-1014.0,9851.4,0,711000.0,0.0,0.0,0.0,Consumer credit,-1014,
117392,5922131,Active,currency 1,-109,0,623.0,,0.0,0,206084.385,187029.0,0.0,0.0,Consumer credit,-20,8243.37
381282,5303547,Active,currency 1,-1227,0,-22.0,,,0,56250.0,0.0,0.0,0.0,Credit card,-15,
173137,6095611,Closed,currency 1,-578,0,-272.0,-272.0,9859.77,0,459183.69,0.0,0.0,0.0,Consumer credit,-272,
380087,6667999,Closed,currency 1,-1250,0,-1005.0,-1005.0,,0,27931.5,0.0,,0.0,Consumer credit,-814,
339461,5000990,Closed,currency 1,-2086,0,-1903.0,-1903.0,,0,98955.0,0.0,0.0,0.0,Consumer credit,-1609,
453376,6511748,Active,currency 1,-460,0,965.0,,,0,135000.0,88771.5,0.0,0.0,Credit card,-15,
141011,5204529,Active,currency 1,-244,0,1055.0,,,0,67500.0,53415.0,0.0,0.0,Credit card,-42,
205983,5134285,Active,currency 1,-931,0,895.0,,,0,1960542.0,1200730.5,,0.0,Consumer credit,-10,
362987,6164673,Active,currency 1,-1264,0,-1080.0,,,0,110286.0,21721.5,0.0,0.0,Consumer credit,-1095,
335937,5403880,Closed,currency 1,-1280,0,-1128.0,-1128.0,,0,95805.0,0.0,0.0,0.0,Consumer credit,-1126,
303646,5826131,Closed,currency 1,-457,0,-91.0,-367.0,,0,122949.0,0.0,,0.0,Consumer credit,-314,
425767,5351943,Closed,currency 1,-544,0,-361.0,-361.0,,0,27207.0,0.0,,0.0,Consumer credit,-357,
373475,5969219,Active,currency 1,-285,0,1541.0,,,0,76500.0,70024.5,0.0,0.0,Consumer credit,-7,2214.0
172573,5637367,Active,currency 1,-134,0,50.0,,0.0,0,38205.0,20673.0,0.0,0.0,Consumer credit,-28,
124039,5544633,Active,currency 1,-59,0,124.0,,,0,26955.0,22959.0,0.0,0.0,Consumer credit,-27,
214487,5647575,Active,currency 1,-193,0,1633.0,,,0,1264864.5,,,0.0,Car loan,-14,
114509,6391348,Active,currency 1,-341,0,30970.0,,,0,36000.0,30551.58,5448.42,0.0,Credit card,-4,0.0
383952,6533757,Closed,currency 1,-891,0,-100.0,-281.0,0.0,0,621000.0,,,0.0,Consumer credit,-281,
295874,5086565,Closed,currency 1,-2551,0,-2185.0,-1334.0,0.0,0,45000.0,0.0,0.0,0.0,Consumer credit,-538,
419923,5118803,Active,currency 1,-1473,0,31083.0,,,0,279450.0,37449.0,0.0,0.0,Credit card,-13,
409539,5737575,Active,currency 1,-582,0,514.0,,,0,135000.0,129289.5,,0.0,Credit card,-8,
396978,6384601,Active,currency 1,-1011,0,,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-41,
224275,5061297,Active,currency 1,-660,0,436.0,,,0,355500.0,120780.0,0.0,0.0,Consumer credit,-17,9423.0
241294,5432590,Active,currency 1,-1736,0,-656.0,,,0,90000.0,77197.5,0.0,0.0,Credit card,-119,
413447,5304838,Closed,currency 1,-240,0,-87.0,-87.0,0.0,0,205134.75,0.0,0.0,0.0,Consumer credit,-85,
296588,6109158,Closed,currency 1,-2360,0,-1265.0,-1317.0,,0,180000.0,0.0,,0.0,Consumer credit,-1317,0.0
325020,6356848,Active,currency 1,-1054,0,-839.0,,,0,90000.0,134.505,,0.0,Consumer credit,-152,
147201,5881579,Closed,currency 1,-751,0,-460.0,-460.0,,0,110155.5,0.0,,0.0,Consumer credit,-454,
205489,6182511,Closed,currency 1,-2567,0,-2262.0,-2261.0,0.0,0,65002.5,0.0,0.0,0.0,Another type of loan,-2261,
366609,6641855,Closed,currency 1,-657,0,439.0,-355.0,,0,900000.0,,,0.0,Consumer credit,-355,
139892,6046328,Closed,currency 1,-398,0,-33.0,-58.0,,0,109285.605,0.0,,0.0,Consumer credit,-52,
117580,5661590,Closed,currency 1,-2501,0,-2135.0,-2136.0,,0,166500.0,,,0.0,Consumer credit,-2136,
130475,5646005,Active,currency 1,-1073,0,388.0,,,0,1913760.0,746212.5,0.0,0.0,Consumer credit,-35,61263.0
273295,5147592,Closed,currency 1,-2588,0,-2038.0,-2046.0,,0,45000.0,,,0.0,Consumer credit,-2037,
425358,6625001,Closed,currency 1,-1774,0,-1043.0,-1044.0,0.0,0,225000.0,,,0.0,Consumer credit,-1041,
374618,6314737,Closed,currency 1,-2668,0,-1556.0,-1771.0,0.0,0,45000.0,0.0,0.0,0.0,Credit card,-1771,
360308,6179898,Active,currency 1,-649,0,81.0,,,0,94500.0,4.5,0.0,0.0,Consumer credit,-25,
397894,5010762,Active,currency 1,-341,0,390.0,,0.0,0,168497.64,102897.0,0.0,0.0,Consumer credit,-4,
240002,5251261,Active,currency 1,-166,0,140.0,,0.0,0,108270.0,55611.0,0.0,0.0,Consumer credit,-10,
349506,6227199,Closed,currency 1,-2270,0,-1296.0,-1296.0,,0,255397.5,,,0.0,Credit card,-1296,
222446,6004050,Closed,currency 1,-504,0,-137.0,-137.0,0.0,0,55845.0,0.0,0.0,0.0,Consumer credit,-137,
300491,6826055,Closed,currency 1,-2771,0,-2375.0,-2404.0,6801.615,0,44883.0,0.0,0.0,0.0,Consumer credit,-2404,
115319,5330705,Closed,currency 1,-1083,0,-868.0,-868.0,,0,137245.5,0.0,,0.0,Consumer credit,-855,
141757,5681116,Closed,currency 1,-423,0,-239.0,-239.0,0.0,0,309134.565,0.0,0.0,0.0,Consumer credit,-233,
153882,6086154,Active,currency 1,-1885,0,-1701.0,,0.0,0,44505.0,0.0,0.0,0.0,Consumer credit,-85,7417.485
290998,5127883,Closed,currency 1,-365,0,-1.0,-1.0,,0,303682.5,0.0,,0.0,Consumer credit,-1,
309626,5357346,Active,currency 1,-85,0,646.0,,,0,697500.0,648990.0,0.0,0.0,Consumer credit,-13,
344487,5709504,Closed,currency 1,-460,0,636.0,-204.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-50,0.0
186419,6375653,Active,currency 1,-304,0,426.0,,,0,248760.0,,,0.0,Consumer credit,-23,4500.0
248104,6579060,Closed,currency 1,-1093,0,-909.0,-906.0,,0,21964.5,0.0,,0.0,Consumer credit,-906,
262939,6205615,Closed,currency 1,-574,0,-209.0,-301.0,0.0,0,108000.0,0.0,0.0,0.0,Consumer credit,-301,
363483,6520899,Closed,currency 1,-1995,0,-1265.0,-1489.0,,0,2250000.0,0.0,0.0,0.0,Consumer credit,-1488,225000.0
275749,6750484,Active,currency 1,-99,0,2458.0,,0.0,0,3148857.0,3058209.0,0.0,0.0,Consumer credit,-38,
313658,5663956,Active,currency 1,-59,0,1787.0,,0.0,0,79650.0,73269.0,6381.0,0.0,Credit card,-26,
366123,5152129,Active,currency 1,-101,0,83.0,,0.0,0,24340.5,17415.0,0.0,0.0,Consumer credit,-18,
326222,6675327,Active,currency 1,-658,0,1180.0,,0.0,0,270000.0,0.0,270000.0,0.0,Credit card,-608,
351407,6312865,Closed,currency 1,-319,0,-298.0,-300.0,,0,18000.0,0.0,0.0,0.0,Consumer credit,-296,0.0
236101,5777738,Active,currency 1,-1224,0,603.0,,,0,395640.0,177682.5,0.0,0.0,Consumer credit,-18,
235701,6630334,Active,currency 1,-7,0,1808.0,,,0,36000.0,0.0,,0.0,Credit card,-4,2034.0
235717,6644945,Active,currency 1,-277,0,88.0,,,0,494100.0,185805.0,0.0,0.0,Consumer credit,-30,
403089,6134052,Active,currency 1,-202,0,718.0,,,0,104197.5,86944.5,0.0,0.0,Consumer credit,-16,4365.0
149503,6324371,Closed,currency 1,-1971,0,-1759.0,-1787.0,,0,153175.68,0.0,,0.0,Consumer credit,-883,
420761,6807747,Active,currency 1,-215,0,31149.0,,,0,13500.0,0.0,0.0,0.0,Credit card,-33,
202218,5498080,Closed,currency 1,-2547,0,-720.0,-1279.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-975,
120354,5213589,Active,currency 1,-385,0,1465.0,,0.0,0,0.0,0.0,0.0,0.0,Credit card,-13,
185584,6279257,Closed,currency 1,-1761,0,-300.0,-1001.0,,0,2700000.0,0.0,0.0,0.0,Consumer credit,-66,0.0
166345,6795585,Closed,currency 1,-2160,0,-1915.0,-1915.0,,0,23310.0,0.0,0.0,0.0,Consumer credit,-1504,
293572,5076006,Active,currency 1,-641,0,1185.0,,,0,1467000.0,1156315.5,0.0,0.0,Consumer credit,-25,
430266,6058438,Closed,currency 1,-995,0,467.0,-726.0,,0,1143000.0,0.0,0.0,0.0,Consumer credit,-722,39973.5
449659,5358992,Closed,currency 1,-1429,0,-1061.0,-1061.0,10264.5,1,95265.0,,,0.0,Consumer credit,-361,1857.87
101673,6181237,Active,currency 1,-408,0,710.0,,,0,0.0,,,0.0,Credit card,-289,
351427,6514978,Active,currency 1,-214,0,516.0,,,0,146250.0,115038.0,0.0,0.0,Consumer credit,-33,
282271,5317284,Closed,currency 1,-1588,0,-1223.0,-1220.0,,0,229455.0,0.0,0.0,0.0,Consumer credit,-737,
212589,5429361,Closed,currency 1,-2037,0,-1489.0,-1569.0,,0,145935.0,0.0,,0.0,Consumer credit,-1567,0.0
313559,5849308,Closed,currency 1,-1935,0,-840.0,-871.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-847,
129792,5484759,Closed,currency 1,-2426,0,-2244.0,-1870.0,0.0,0,18346.5,,,0.0,Consumer credit,-1870,
306172,5501221,Closed,currency 1,-1597,0,-1473.0,-1471.0,,0,19710.0,0.0,,0.0,Consumer credit,-1131,
412694,5197200,Closed,currency 1,-478,0,-166.0,-166.0,,0,354928.5,0.0,,0.0,Consumer credit,-154,39978.0
415229,5737083,Closed,currency 1,-1191,0,-825.0,-825.0,,0,89001.0,0.0,,0.0,Consumer credit,-376,8068.5
186587,6130361,Active,currency 1,-908,0,918.0,,,0,346500.0,222331.5,0.0,0.0,Consumer credit,-20,9346.5
413326,5537237,Active,currency 1,-1188,0,-570.0,,,0,0.0,0.0,0.0,0.0,Credit card,-58,
199383,5900307,Closed,currency 1,-2430,0,-1883.0,-1919.0,,0,396000.0,0.0,0.0,0.0,Consumer credit,-877,
321678,5013236,Active,currency 1,-413,0,31153.0,,,0,229500.0,1881.0,,0.0,Credit card,-15,
303604,6729444,Closed,currency 1,-1144,0,-1052.0,-1041.0,,0,18090.0,0.0,0.0,0.0,Consumer credit,-850,
140891,5076282,Active,currency 1,-214,0,,,,0,90000.0,73408.5,,0.0,Credit card,-11,
204624,5575842,Active,currency 1,-428,0,1398.0,,,0,108000.0,95476.5,0.0,0.0,Consumer credit,-40,
344702,5807361,Closed,currency 1,-996,0,6371.0,-583.0,0.0,0,8775000.0,,,0.0,Mortgage,-583,
399806,6277388,Closed,currency 1,-305,0,-275.0,-275.0,0.0,0,154899.0,0.0,0.0,0.0,Consumer credit,-271,
100245,5229798,Closed,currency 1,-1785,0,-1630.0,-1630.0,0.0,0,53361.09,0.0,0.0,0.0,Consumer credit,-1630,
211226,5599981,Closed,currency 1,-2889,0,-1398.0,-2126.0,8898.75,0,337500.0,0.0,0.0,0.0,Car loan,-2126,
169005,5585379,Closed,currency 1,-2656,0,-2351.0,-2348.0,0.0,0,181755.0,,,0.0,Consumer credit,-2343,
448372,6781686,Closed,currency 1,-1672,0,-1581.0,-1644.0,,0,39690.0,0.0,,0.0,Consumer credit,-1641,0.0
202712,5759746,Closed,currency 1,-914,0,-763.0,-789.0,,0,14526.54,0.0,,0.0,Consumer credit,-782,0.0
129496,6579137,Closed,currency 1,-1261,0,-958.0,-937.0,,0,54675.0,0.0,0.0,0.0,Consumer credit,-937,
445866,5401948,Closed,currency 1,-350,0,-76.0,-76.0,0.0,1,0.0,0.0,0.0,0.0,Credit card,-76,
269962,5961741,Active,currency 1,-1070,0,-704.0,,,0,675000.0,0.0,0.0,0.0,Credit card,-244,
447575,6283622,Closed,currency 1,-1948,0,-1798.0,-1798.0,,0,92745.0,0.0,0.0,0.0,Consumer credit,-1779,0.0
167712,6336582,Closed,currency 1,-274,0,-91.0,-91.0,0.0,0,20205.0,0.0,0.0,0.0,Consumer credit,-85,
259797,6827262,Active,currency 1,-490,0,865.0,,,0,225000.0,184500.0,0.0,0.0,Credit card,-219,
224759,5747319,Closed,currency 1,-1632,0,-1237.0,-1478.0,0.0,0,119867.76,0.0,0.0,0.0,Consumer credit,-1478,
267265,5016971,Closed,currency 1,-648,0,-464.0,-464.0,0.0,0,258384.15,0.0,0.0,0.0,Consumer credit,-461,
175209,5155626,Closed,currency 1,-687,0,43.0,-141.0,,0,208998.0,0.0,,0.0,Consumer credit,-130,
378648,5079612,Closed,currency 1,-2293,0,-2108.0,-1739.0,,0,37098.0,0.0,0.0,0.0,Consumer credit,-1718,
230697,6184845,Closed,currency 1,-1646,0,-1438.0,-1438.0,0.0,0,60215.85,0.0,0.0,0.0,Consumer credit,-767,
121190,5132242,Closed,currency 1,-630,0,749.0,-213.0,,0,0.0,0.0,0.0,0.0,Credit card,-174,
442238,6182795,Closed,currency 1,-2309,0,-509.0,-509.0,,0,1350000.0,0.0,,0.0,Loan for business development,-509,
377384,5304097,Active,currency 1,-886,0,473.0,,,0,324000.0,0.0,0.0,0.0,Credit card,-22,
256103,6066184,Closed,currency 1,-1811,0,-1248.0,-1248.0,0.0,0,76704.525,0.0,0.0,0.0,Consumer credit,-1248,
181951,5087122,Active,currency 1,-955,0,,,225.0,0,495000.0,316732.5,178267.5,0.0,Credit card,-7,
194256,6315141,Closed,currency 1,-495,0,-311.0,-306.0,0.0,0,223470.0,0.0,0.0,0.0,Consumer credit,-305,
260938,6557365,Closed,currency 1,-2835,0,-1009.0,-1721.0,,0,1125000.0,0.0,0.0,0.0,Consumer credit,-1478,
225356,5208547,Active,currency 1,-713,0,-478.0,,0.0,0,0.0,-13699.89,13699.89,0.0,Credit card,-684,
348479,5973482,Closed,currency 1,-360,0,736.0,-207.0,,0,450000.0,,,0.0,Consumer credit,-207,
227784,5807343,Closed,currency 1,-278,0,26.0,-34.0,,0,62663.76,0.0,,0.0,Consumer credit,-13,
219039,5272043,Active,currency 1,-189,0,,,,0,193500.0,189405.0,,0.0,Credit card,-31,
433900,5833221,Active,currency 1,-1894,0,,,,0,54000.0,6480.0,,0.0,Credit card,-1216,648.0
339039,5415704,Closed,currency 1,-1946,0,-121.0,-1094.0,,0,225000.0,0.0,0.0,0.0,Consumer credit,-1073,
305507,5843407,Closed,currency 1,-2460,0,-1365.0,-1471.0,,0,67500.0,0.0,0.0,0.0,Credit card,-1467,0.0
116177,5345158,Closed,currency 1,-2234,0,-2022.0,-2051.0,0.0,0,18782.1,0.0,0.0,0.0,Consumer credit,-2051,
137123,5007701,Closed,currency 1,-2653,0,-2287.0,-2301.0,,0,28395.0,0.0,,0.0,Consumer credit,-2299,
183729,6187779,Closed,currency 1,-2499,0,-2316.0,-2314.0,0.0,0,15183.0,0.0,0.0,0.0,Consumer credit,-2314,
243152,5901560,Closed,currency 1,-878,0,-727.0,-722.0,,0,148500.0,0.0,0.0,0.0,Consumer credit,-721,0.0
203214,6737441,Closed,currency 1,-782,0,-234.0,-328.0,0.0,0,164304.0,0.0,0.0,0.0,Consumer credit,-325,
323312,6176835,Closed,currency 1,-865,0,-561.0,-619.0,,0,265950.0,0.0,0.0,0.0,Consumer credit,-618,0.0
426535,5797364,Closed,currency 1,-1810,0,-1625.0,-1607.0,,0,57105.0,0.0,0.0,0.0,Consumer credit,-980,0.0
343479,6441295,Active,currency 1,-293,0,1533.0,,,0,376650.0,339079.5,0.0,0.0,Consumer credit,-8,
236871,5402015,Active,currency 1,-1123,0,-27.0,,,0,225000.0,207954.0,,0.0,Credit card,-877,
440236,5234425,Closed,currency 1,-1087,0,-721.0,-719.0,,0,171000.0,0.0,0.0,0.0,Consumer credit,-539,
209366,5991287,Closed,currency 1,-1600,0,-1414.0,-1447.0,0.0,0,26955.0,0.0,0.0,0.0,Consumer credit,-1447,
420765,5136695,Closed,currency 1,-2333,0,-2201.0,-2201.0,,0,13500.0,0.0,,0.0,Credit card,-760,
310927,6622445,Closed,currency 1,-2604,0,-1842.0,-2571.0,0.0,0,62023.86,0.0,0.0,0.0,Consumer credit,-2571,
409971,5379155,Active,currency 1,-356,73,31096.0,,,0,157500.0,225.0,,4.5,Credit card,-50,
164629,6036782,Closed,currency 1,-611,0,-519.0,-491.0,,0,29907.0,,,0.0,Consumer credit,-484,0.0
298726,5495894,Active,currency 1,-1305,0,521.0,,,0,157500.0,141750.0,0.0,0.0,Consumer credit,-1120,
183622,6416353,Closed,currency 1,-2847,0,-2663.0,-2754.0,0.0,0,34920.0,0.0,0.0,0.0,Consumer credit,-2751,
424932,6623595,Closed,currency 1,-1136,0,-404.0,-404.0,0.0,0,200220.75,0.0,0.0,0.0,Consumer credit,-398,
297278,6127228,Active,currency 1,-888,0,207.0,,,0,585000.0,183978.0,0.0,0.0,Consumer credit,-26,
159433,5108567,Closed,currency 1,-2041,0,-1856.0,-1856.0,,0,37674.0,0.0,,0.0,Consumer credit,-1143,
266964,5452827,Active,currency 1,-1167,52,-78.0,,,0,45000.0,39883.5,0.0,481.5,Credit card,-15,
294857,6622822,Closed,currency 1,-674,0,-510.0,-510.0,0.0,0,56486.34,0.0,0.0,0.0,Consumer credit,-510,
256511,5264950,Closed,currency 1,-493,0,-159.0,-187.0,,0,220507.65,0.0,,0.0,Consumer credit,-184,
292078,5196224,Active,currency 1,-1559,0,267.0,,0.0,0,688500.0,,,0.0,Consumer credit,-37,
100913,5469319,Closed,currency 1,-944,0,-428.0,-428.0,,0,161730.0,0.0,,0.0,Consumer credit,-333,
328386,6503212,Closed,currency 1,-2720,0,-1624.0,-1666.0,,0,450000.0,0.0,0.0,0.0,Consumer credit,-1340,
331592,5609754,Closed,currency 1,-1614,0,-516.0,-1368.0,,0,343755.0,0.0,,0.0,Consumer credit,-1368,
441158,5509635,Active,currency 1,-323,0,-49.0,,0.0,0,45529.875,45529.875,0.0,0.0,Consumer credit,-236,
192497,6725246,Closed,currency 1,-1226,0,-1042.0,-1026.0,,0,20700.0,0.0,0.0,0.0,Consumer credit,-926,0.0
214799,6413003,Closed,currency 1,-1187,0,30973.0,-411.0,,0,0.0,0.0,0.0,0.0,Credit card,-370,
340717,5951383,Active,currency 1,-792,0,503.0,,,0,90000.0,85059.0,0.0,0.0,Credit card,-173,
163135,6196575,Closed,currency 1,-2806,0,-2259.0,-2251.0,,0,90000.0,,,0.0,Consumer credit,-2251,
409752,5462615,Closed,currency 1,-571,0,-387.0,-361.0,,0,31918.5,,,0.0,Consumer credit,-353,
374829,6723555,Closed,currency 1,-2717,0,,-1687.0,1746.0,0,0.0,0.0,0.0,0.0,Credit card,-1286,
236686,5749594,Active,currency 1,-248,0,117.0,,,0,91800.0,40495.5,0.0,0.0,Consumer credit,-11,
386368,6185547,Active,currency 1,-693,0,38.0,,0.0,0,31500.0,31496.445,3.555,0.0,Credit card,-7,
399972,6177226,Closed,currency 1,-2670,0,-845.0,-1371.0,,0,1350000.0,0.0,0.0,0.0,Consumer credit,-946,0.0
429878,6164309,Closed,currency 1,-934,0,557.0,-748.0,29293.875,0,900000.0,0.0,0.0,0.0,Consumer credit,-748,
184756,6155799,Closed,currency 1,-2802,0,-2467.0,-2496.0,0.0,0,78042.15,0.0,0.0,0.0,Consumer credit,-2496,
330797,6714205,Active,currency 1,-526,0,1302.0,,0.0,0,337500.0,0.0,0.0,0.0,Credit card,-526,
167165,5219965,Active,currency 1,-250,0,468.0,,,0,381699.0,286506.0,,0.0,Consumer credit,-19,
292090,5863755,Active,currency 1,-54,0,31033.0,,,0,90000.0,3046.5,0.0,0.0,Credit card,-21,
116052,5491692,Closed,currency 1,-2607,0,-193.0,-193.0,,0,378000.0,0.0,,0.0,Credit card,-193,0.0
246645,5429089,Closed,currency 1,-1653,0,-1318.0,-1406.0,,0,185517.9,0.0,,0.0,Consumer credit,-725,0.0
435146,6570648,Active,currency 1,-55,0,31012.0,,,0,88960.5,82363.5,,0.0,Credit card,-16,
129287,5571653,Active,currency 1,-156,0,,,0.0,0,77203.215,63247.5,13952.385,0.0,Credit card,-25,
259676,6496233,Active,currency 1,-315,0,31184.0,,,0,463500.0,462199.5,0.0,0.0,Credit card,-19,
150160,6143534,Active,currency 1,-406,0,27422.0,,,0,180000.0,93100.5,0.0,0.0,Credit card,-6,
258820,6655276,Active,currency 1,-319,0,45.0,,,0,297949.5,,,0.0,Consumer credit,-12,
