SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
153521,0,Cash loans,F,N,Y,1,157500.0,545040.0,26640.0,450000.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.020713,-10349,-647,-2215.0,-3026,,1,1,0,1,1,0,Sales staff,3.0,3,3,MONDAY,8,0,0,0,0,0,0,Self-employed,,0.6117042205736034,,0.0907,0.0827,0.9826,0.762,,0.0,0.2069,0.1667,,0.0458,,0.0857,,0.0079,0.0924,0.0858,0.9826,0.7713,,0.0,0.2069,0.1667,,0.0468,,0.0893,,0.0084,0.0916,0.0827,0.9826,0.7652,,0.0,0.2069,0.1667,,0.0466,,0.0873,,0.0081,reg oper account,block of flats,0.0674,Panel,No,0.0,0.0,0.0,0.0,-1588.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,5.0
413584,1,Cash loans,F,N,Y,0,270000.0,894766.5,29700.0,679500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.025164,-15340,-1081,-1345.0,-4382,,1,1,0,1,0,0,,2.0,2,2,WEDNESDAY,14,0,0,0,0,1,1,Business Entity Type 1,0.7502402490439357,0.6473777741248368,0.3360615207658242,0.0619,0.0,0.9861,0.8096,0.008,0.0,0.1379,0.1667,0.2083,0.0,0.0496,0.0764,0.0039,0.0049,0.063,0.0,0.9861,0.8171,0.008,0.0,0.1379,0.1667,0.2083,0.0,0.0542,0.0796,0.0039,0.0052,0.0625,0.0,0.9861,0.8121,0.008,0.0,0.1379,0.1667,0.2083,0.0,0.0504,0.0778,0.0039,0.005,reg oper account,block of flats,0.0655,Panel,No,2.0,0.0,2.0,0.0,-777.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
169465,0,Cash loans,M,Y,Y,0,202500.0,508495.5,24592.5,454500.0,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.025164,-8148,-709,-422.0,-826,6.0,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,8,0,0,0,0,0,0,Trade: type 3,0.4436351851538133,0.2625419393476399,0.0884605646541969,0.0742,0.047,0.9906,0.8708,0.0153,0.08,0.069,0.3333,0.375,0.0376,0.0605,0.0813,0.0,0.0,0.0756,0.0488,0.9906,0.8759,0.0155,0.0806,0.069,0.3333,0.375,0.0384,0.0661,0.0847,0.0,0.0,0.0749,0.047,0.9906,0.8725,0.0154,0.08,0.069,0.3333,0.375,0.0382,0.0616,0.0828,0.0,0.0,reg oper account,block of flats,0.0723,Panel,No,0.0,0.0,0.0,0.0,-394.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,6.0
228267,1,Cash loans,F,N,N,0,78750.0,135000.0,12510.0,135000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0228,-13249,-71,-6334.0,-774,,1,1,1,1,1,0,Cleaning staff,1.0,2,2,TUESDAY,15,0,0,0,0,1,1,Restaurant,,0.0809683523669466,0.0489258667628439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,-248.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
331840,0,Revolving loans,F,Y,N,2,126000.0,225000.0,11250.0,225000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.008068,-15541,-1936,-4981.0,-1034,16.0,1,1,0,1,0,0,High skill tech staff,4.0,3,3,WEDNESDAY,6,0,0,0,0,0,0,Business Entity Type 2,0.5197753255559275,0.3487020706700302,0.5797274227921155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
424683,0,Cash loans,F,Y,Y,0,81000.0,402214.5,27009.0,328500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.035792,-22593,365243,-7587.0,-4530,33.0,1,0,0,1,0,0,,2.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,XNA,,0.5174997324641365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-136.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
205971,0,Cash loans,F,N,N,0,112500.0,239850.0,25447.5,225000.0,Unaccompanied,Working,Higher education,Single / not married,With parents,0.035792,-10628,-193,-2651.0,-3312,,1,1,1,1,1,0,Accountants,1.0,2,2,SATURDAY,11,0,0,0,0,0,0,Business Entity Type 3,0.5730627499207483,0.6727028076580538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1191.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
449953,0,Cash loans,F,N,N,1,225000.0,862560.0,30690.0,720000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.008019,-14807,-4242,-8492.0,-4089,,1,1,0,1,1,0,Managers,3.0,2,2,THURSDAY,15,0,0,0,0,0,0,Self-employed,0.6091007351431932,0.4952239620518102,0.4668640059537032,0.0613,0.1304,0.9836,0.7756,0.0649,0.0,0.1379,0.1667,0.2083,0.1043,0.1,0.1135,0.0,0.0,0.0,0.1353,0.9836,0.7844,0.0655,0.0,0.0,0.1667,0.2083,0.1067,0.1093,0.1182,0.0,0.0,0.0619,0.1304,0.9836,0.7786,0.0653,0.0,0.1379,0.1667,0.2083,0.1061,0.1018,0.1155,0.0,0.0,reg oper account,block of flats,0.0893,Panel,No,1.0,0.0,1.0,0.0,-2119.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,1.0
175974,0,Cash loans,F,N,Y,0,126000.0,260568.0,26829.0,247500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.002042,-19415,-2254,-3337.0,-2961,,1,1,1,1,1,0,Sales staff,1.0,3,3,THURSDAY,10,0,0,0,0,0,0,Self-employed,0.5547967520527857,0.2839553337845483,0.7194907850918436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1326.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
359145,0,Revolving loans,F,N,Y,0,135000.0,360000.0,18000.0,360000.0,Family,Working,Secondary / secondary special,Widow,House / apartment,0.031329,-18568,-5402,-8216.0,-2125,,1,1,0,1,0,0,Cooking staff,1.0,2,2,MONDAY,7,0,0,0,0,0,0,Medicine,,0.5149985439240586,0.4848514754962666,0.0722,0.0826,0.9781,,,0.0,0.1379,0.1667,,,,0.0448,,0.0,0.0735,0.0857,0.9782,,,0.0,0.1379,0.1667,,,,0.0466,,0.0,0.0729,0.0826,0.9781,,,0.0,0.1379,0.1667,,,,0.0456,,0.0,,block of flats,0.0605,Others,No,0.0,0.0,0.0,0.0,-1462.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0
262394,0,Cash loans,F,Y,Y,0,270000.0,971280.0,51876.0,900000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.025164,-14623,-1293,-8715.0,-4623,4.0,1,1,0,1,0,0,,1.0,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 3,,0.6465386769953649,0.324891229465852,0.0722,0.0,0.9801,0.728,0.0079,0.0,0.1379,0.1667,0.2083,0.0204,0.0588,0.0636,0.0,0.0,0.0735,0.0,0.9801,0.7387,0.0079,0.0,0.1379,0.1667,0.2083,0.0209,0.0643,0.0662,0.0,0.0,0.0729,0.0,0.9801,0.7316,0.0079,0.0,0.1379,0.1667,0.2083,0.0208,0.0599,0.0647,0.0,0.0,reg oper account,block of flats,0.0543,"Stone, brick",No,0.0,0.0,0.0,0.0,-1875.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
247866,0,Cash loans,M,N,Y,0,112500.0,693000.0,20389.5,693000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.0228,-21906,-1683,-9036.0,-4696,,1,1,0,1,0,0,Drivers,2.0,2,2,THURSDAY,11,0,0,0,0,0,0,Business Entity Type 2,,0.5815811916567108,0.5478104658520093,0.1856,0.0791,0.9871,0.8232,0.0296,0.2,0.1724,0.3333,0.375,0.1016,0.1505,0.2031,0.0039,0.032,0.1891,0.0821,0.9871,0.8301,0.0299,0.2014,0.1724,0.3333,0.375,0.1039,0.1644,0.2116,0.0039,0.0339,0.1874,0.0791,0.9871,0.8256,0.0298,0.2,0.1724,0.3333,0.375,0.1033,0.1531,0.2067,0.0039,0.0327,org spec account,block of flats,0.1829,Panel,No,0.0,0.0,0.0,0.0,-1466.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,4.0
269376,0,Cash loans,F,N,Y,4,180000.0,900000.0,26316.0,900000.0,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.0035409999999999,-13939,-1559,-1760.0,-2340,,1,1,1,1,0,0,Cooking staff,6.0,1,1,MONDAY,7,0,0,0,0,0,0,School,0.6404993057276748,0.4154614512768497,0.3154721549257734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1091.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
179331,0,Cash loans,F,Y,Y,0,144000.0,469152.0,23953.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.010147,-15671,-5267,-19.0,-4459,35.0,1,1,0,1,0,1,Laborers,1.0,2,2,WEDNESDAY,11,0,0,0,0,0,0,Postal,0.4189089265865562,0.101755222235782,0.3441550073724169,0.033,0.0,0.9722,0.6192,0.0179,0.0,0.069,0.125,0.1667,0.0291,0.0269,0.0252,0.0,0.0,0.0336,0.0,0.9722,0.6341,0.0181,0.0,0.069,0.125,0.1667,0.0298,0.0294,0.0263,0.0,0.0,0.0333,0.0,0.9722,0.6243,0.018,0.0,0.069,0.125,0.1667,0.0296,0.0274,0.0257,0.0,0.0,reg oper spec account,block of flats,0.0296,"Stone, brick",No,0.0,0.0,0.0,0.0,-2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
155849,0,Cash loans,F,N,Y,1,225000.0,1528200.0,53248.5,1350000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.0084739999999999,-13353,-423,-6046.0,-6046,,1,1,0,1,1,0,Core staff,3.0,2,2,TUESDAY,16,0,0,0,0,0,0,Medicine,0.8407571617186664,0.6272288226864605,0.3689687382528466,0.1876,0.1788,0.9846,0.7892,0.0276,0.0,0.4483,0.1667,0.2083,0.145,0.153,0.1722,0.0039,0.0484,0.1912,0.1855,0.9846,0.7975,0.0278,0.0,0.4483,0.1667,0.2083,0.1483,0.1671,0.1794,0.0039,0.0512,0.1894,0.1788,0.9846,0.792,0.0278,0.0,0.4483,0.1667,0.2083,0.1475,0.1556,0.1753,0.0039,0.0494,,block of flats,0.1611,"Stone, brick",No,0.0,0.0,0.0,0.0,-844.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
203784,0,Cash loans,M,Y,N,0,270000.0,1824480.0,55444.5,1575000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-18450,-6140,-7655.0,-1964,3.0,1,1,0,1,1,0,Laborers,2.0,1,1,FRIDAY,12,0,1,1,0,0,0,Transport: type 4,,0.7256354640756171,0.6738300778602003,0.0186,0.0322,0.9871,0.8232,0.0028,0.0,0.069,0.0833,,0.0078,0.0151,0.021,0.0,0.0,0.0189,0.0334,0.9871,0.8301,0.0029,0.0,0.069,0.0833,,0.008,0.0165,0.0219,0.0,0.0,0.0187,0.0322,0.9871,0.8256,0.0028,0.0,0.069,0.0833,,0.008,0.0154,0.0214,0.0,0.0,reg oper account,block of flats,0.0181,"Stone, brick",No,0.0,0.0,0.0,0.0,-1586.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
163774,0,Cash loans,F,N,Y,0,112500.0,113760.0,7533.0,90000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.015221,-17510,-6578,-602.0,-1052,,1,1,1,1,0,0,Cleaning staff,2.0,2,2,FRIDAY,8,0,0,0,0,0,0,School,,0.5752410079081377,0.3876253444214701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1950.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
250946,1,Cash loans,M,N,Y,0,121500.0,640080.0,29839.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006305,-10537,-243,-2772.0,-2732,,1,1,1,1,0,0,Laborers,2.0,3,3,FRIDAY,4,0,0,0,1,1,0,Self-employed,0.0956527713929856,0.4793269429095525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1036.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
289035,0,Revolving loans,F,N,N,1,67500.0,202500.0,10125.0,202500.0,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.006296,-14896,-957,-8857.0,-5097,,1,1,0,1,0,0,Sales staff,2.0,3,3,FRIDAY,13,0,0,0,0,0,0,Trade: type 7,,0.118501985871424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-162.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
141096,0,Cash loans,M,Y,Y,0,202500.0,225000.0,23184.0,225000.0,"Spouse, partner",Pensioner,Secondary / secondary special,Married,House / apartment,0.028663,-24827,365243,-10135.0,-3041,9.0,1,0,0,1,0,0,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,,0.254801476579503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-1701.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
166497,1,Cash loans,F,N,Y,0,157500.0,592560.0,32143.5,450000.0,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010643,-15110,-291,-8121.0,-118,,1,1,1,1,1,0,Sales staff,2.0,2,2,WEDNESDAY,11,1,1,0,1,1,0,Trade: type 3,0.2116589633242726,0.003667835888461,0.22009464485041,0.0082,0.0,0.9702,,,0.0,0.0345,0.0417,,,,0.0077,,0.0,0.0084,0.0,0.9702,,,0.0,0.0345,0.0417,,,,0.008,,0.0,0.0083,0.0,0.9702,,,0.0,0.0345,0.0417,,,,0.0078,,0.0,,block of flats,0.0066,"Stone, brick",No,3.0,0.0,3.0,0.0,-249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0
233799,0,Cash loans,F,N,Y,0,288000.0,166500.0,16596.0,166500.0,Unaccompanied,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,0.026392,-21223,365243,-2575.0,-4438,,1,0,0,1,0,1,,2.0,2,2,THURSDAY,12,0,0,0,0,0,0,XNA,0.5214850635904941,0.7084017898339858,0.8337869986815019,0.1639,,0.9945,,,0.08,0.0345,0.625,,,,0.1296,,0.0,0.1669999999999999,,0.9945,,,0.0806,0.0345,0.625,,,,0.1351,,0.0,0.1655,,0.9945,,,0.08,0.0345,0.625,,,,0.132,,0.0,,block of flats,0.102,Panel,No,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0
248999,0,Cash loans,F,N,N,1,99000.0,288873.0,10503.0,238500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.031329,-21456,365243,-4966.0,-4967,,1,0,0,1,1,0,,3.0,2,2,MONDAY,7,0,0,0,0,0,0,XNA,0.6079657347810288,0.2171614101664628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,0.0,3.0,0.0,-1787.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
125796,0,Cash loans,M,N,N,1,180000.0,1258650.0,53325.0,1125000.0,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010006,-15373,-2788,-6866.0,-4934,,1,1,1,1,1,0,Drivers,3.0,2,2,SUNDAY,11,0,0,0,0,0,0,Medicine,,0.6683792043453801,0.3457848024695955,0.0825,0.1243,0.993,0.9048,0.1297,0.0,0.1724,0.1667,0.2083,0.0821,0.0672,0.0694,,0.0917,0.084,0.129,0.993,0.9085,0.1309,0.0,0.1724,0.1667,0.2083,0.084,0.0735,0.0723,,0.0971,0.0833,0.1243,0.993,0.9061,0.1305,0.0,0.1724,0.1667,0.2083,0.0835,0.0684,0.0707,,0.0936,reg oper account,block of flats,0.1454,Panel,No,0.0,0.0,0.0,0.0,-893.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,2.0
291244,0,Cash loans,F,N,Y,0,81000.0,182448.0,19777.5,157500.0,Family,Working,Secondary / secondary special,Married,House / apartment,0.030755,-18767,-3795,-10549.0,-2310,,1,1,0,1,0,1,Laborers,2.0,2,2,TUESDAY,9,0,0,0,0,0,0,Self-employed,0.5635209970609644,0.5708967219280454,0.6626377922738201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1706.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,2.0
276448,0,Cash loans,F,N,Y,1,112500.0,229500.0,18261.0,229500.0,Unaccompanied,State servant,Higher education,Separated,House / apartment,0.018209,-16861,-2797,-6333.0,-400,,1,1,0,1,0,0,,2.0,3,3,THURSDAY,10,0,0,0,0,0,0,Medicine,0.5900116472025158,0.5702805595164141,0.4048783643353997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,0.0,2.0,0.0,-2601.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
126019,0,Cash loans,F,N,N,0,180000.0,412794.0,32076.0,382500.0,Unaccompanied,Pensioner,Secondary / secondary special,Separated,House / apartment,0.00712,-21494,365243,-3898.0,-5042,,1,0,0,1,0,0,,1.0,2,2,THURSDAY,10,0,0,0,0,0,0,XNA,,0.5207586803600661,0.7209441499436497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,0.0,7.0,0.0,-952.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0
329397,1,Revolving loans,F,Y,N,0,121500.0,180000.0,9000.0,180000.0,Unaccompanied,Working,Incomplete higher,Single / not married,With parents,0.0072739999999999,-8071,-262,-7984.0,-740,64.0,1,1,0,1,0,0,Sales staff,1.0,2,2,TUESDAY,15,0,0,0,0,1,1,Self-employed,,0.2686712315717693,0.4014074137749511,0.0928,0.0955,0.9846,0.7892,0.0165,0.0,0.2069,0.1667,,,0.0756,0.0774,,,0.0945,0.0991,0.9846,0.7975,0.0167,0.0,0.2069,0.1667,,,0.0826,0.0806,,,0.0937,0.0955,0.9846,0.792,0.0166,0.0,0.2069,0.1667,,,0.077,0.0788,,,reg oper account,block of flats,0.0609,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,1.0
102516,0,Cash loans,F,N,N,0,121500.0,314100.0,17037.0,225000.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.010276,-21133,365243,-13404.0,-4188,,1,0,0,1,0,0,,2.0,2,2,TUESDAY,18,0,0,0,0,0,0,XNA,,0.6363142001038185,0.8061492814355136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-811.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.0
209844,0,Cash loans,F,Y,N,0,157500.0,1762110.0,46611.0,1575000.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.004849,-18642,-5174,-8965.0,-2182,3.0,1,1,0,1,0,0,Sales staff,1.0,2,2,FRIDAY,17,0,0,0,0,0,0,Self-employed,,0.7743413431877859,0.633031641417419,0.1082,,0.9831,0.7688,0.019,0.0,0.2414,0.1667,0.0417,,0.0883,0.0977,0.0,0.0,0.1103,,0.9831,0.7779,0.0192,0.0,0.2414,0.1667,0.0417,,0.0964,0.1018,0.0,0.0,0.1093,,0.9831,0.7719,0.0191,0.0,0.2414,0.1667,0.0417,,0.0898,0.0994,0.0,0.0,reg oper spec account,block of flats,0.0872,"Stone, brick",No,0.0,0.0,0.0,0.0,-6.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
397108,0,Cash loans,M,Y,Y,1,247500.0,719860.5,50229.0,679500.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.006296,-14641,-661,-362.0,-4884,4.0,1,1,0,1,0,0,Laborers,3.0,3,3,MONDAY,15,0,1,1,0,1,1,Business Entity Type 3,,0.7451058736521253,0.3689687382528466,0.0619,0.0644,0.9791,0.7144,,0.0,0.1379,0.1667,0.2083,0.0585,0.0504,0.0367,0.0,0.0616,0.063,0.0679,0.9801,0.7387,,0.0,0.1379,0.1667,0.2083,0.0595,0.0551,0.0382,0.0,0.0626,0.0625,0.0655,0.9801,0.7316,,0.0,0.1379,0.1667,0.2083,0.0594,0.0513,0.0374,0.0,0.0639,reg oper account,block of flats,0.0418,Panel,No,0.0,0.0,0.0,0.0,-1088.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0
166886,0,Cash loans,M,Y,Y,1,360000.0,691020.0,22419.0,495000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0116569999999999,-13081,-772,-7153.0,-4014,25.0,1,1,0,1,0,0,Managers,3.0,1,1,MONDAY,14,0,0,0,0,0,0,Business Entity Type 3,,0.6691397297017495,0.2445163919946749,0.0619,0.0766,0.9846,,0.0112,0.0,0.1379,0.1667,0.2083,0.0568,0.0504,0.037,,,0.063,0.0795,0.9846,,0.0113,0.0,0.1379,0.1667,0.2083,0.0581,0.0551,0.0386,,,0.0625,0.0766,0.9846,,0.0113,0.0,0.1379,0.1667,0.2083,0.0578,0.0513,0.0377,,,reg oper account,block of flats,0.0506,Panel,No,0.0,0.0,0.0,0.0,-2822.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0
