SK_ID_PREV,SK_ID_CURR,MONTHS_BALANCE,CNT_INSTALMENT,CNT_INSTALMENT_FUTURE,NAME_CONTRACT_STATUS,SK_DPD,SK_DPD_DEF
1301778,154866,-27,12.0,12.0,Active,0,0
2717466,392482,-23,24.0,23.0,Active,0,0
1256722,392299,-71,10.0,8.0,Active,0,0
2167404,375010,-15,6.0,0.0,Active,0,0
1026997,422046,-39,10.0,3.0,Active,0,0
1347484,404525,-14,14.0,0.0,Completed,0,0
2085452,241022,-44,6.0,5.0,Active,0,0
1567190,310339,-42,11.0,0.0,Active,0,0
1369465,290967,-13,18.0,13.0,Active,0,0
1998885,421815,-89,10.0,6.0,Active,0,0
2668697,268157,-7,6.0,2.0,Active,0,0
1096144,218047,-72,45.0,36.0,Active,0,0
2200090,420301,-21,60.0,33.0,Active,0,0
1945579,418607,-77,10.0,0.0,Active,704,0
1846842,108980,-67,11.0,4.0,Active,24,0
2585686,137741,-52,10.0,7.0,Active,0,0
2166636,203416,-35,24.0,23.0,Active,0,0
1513856,195996,-13,48.0,42.0,Active,0,0
2166122,392753,-7,8.0,5.0,Active,0,0
2077133,102326,-63,6.0,2.0,Active,0,0
2802879,239314,-76,10.0,6.0,Active,0,0
1262205,160648,-22,6.0,6.0,Active,0,0
1715649,389632,-28,6.0,2.0,Active,0,0
2228221,232087,-37,14.0,5.0,Active,0,0
2244567,305592,-32,6.0,4.0,Active,0,0
2190715,333386,-2,24.0,12.0,Active,0,0
1459667,439401,-47,14.0,12.0,Active,0,0
1405932,362652,-87,10.0,3.0,Active,0,0
2427202,332332,-17,6.0,5.0,Active,0,0
2832492,301337,-3,10.0,8.0,Active,0,0
2017003,139350,-29,48.0,38.0,Active,0,0
2380103,450849,-18,18.0,12.0,Active,0,0
1238185,195252,-6,12.0,2.0,Active,0,0
1845633,314169,-49,7.0,6.0,Active,0,0
1872163,126915,-20,36.0,28.0,Active,0,0
1237025,212145,-13,48.0,23.0,Active,0,0
1395523,100293,-10,12.0,3.0,Active,0,0
2482397,138230,-65,11.0,6.0,Active,0,0
2467421,316890,-22,12.0,0.0,Active,536,0
1378399,387722,-3,24.0,10.0,Active,0,0
1086368,386310,-89,10.0,2.0,Active,0,0
1800485,333577,-64,12.0,3.0,Active,0,0
2778850,399412,-84,10.0,9.0,Active,0,0
2471887,128469,-31,12.0,8.0,Active,0,0
1622237,363708,-94,6.0,2.0,Active,0,0
2397656,201427,-8,12.0,3.0,Active,0,0
1561957,404262,-20,36.0,20.0,Active,0,0
1949656,225174,-12,12.0,6.0,Active,0,0
1921740,212574,-7,30.0,0.0,Active,0,0
1782760,392928,-62,24.0,16.0,Active,0,0
2178447,142055,-4,48.0,40.0,Active,0,0
2805574,292146,-33,24.0,6.0,Active,0,0
1012990,194171,-25,18.0,16.0,Active,0,0
1421418,195520,-33,12.0,10.0,Active,0,0
1107377,160577,-90,15.0,10.0,Active,0,0
1214659,225468,-24,24.0,8.0,Active,0,0
2165829,149998,-18,12.0,10.0,Active,0,0
1716254,453496,-89,4.0,0.0,Active,0,0
1283738,138341,-7,18.0,0.0,Completed,0,0
2051089,200535,-11,10.0,9.0,Active,0,0
1952061,294214,-43,12.0,5.0,Active,0,0
1552301,197310,-11,36.0,28.0,Active,0,0
1350847,326883,-38,12.0,8.0,Active,0,0
1354317,166894,-7,12.0,12.0,Active,0,0
1451221,366845,-58,12.0,6.0,Active,0,0
2500257,336444,-30,30.0,29.0,Active,0,0
1724043,357712,-53,12.0,0.0,Completed,0,0
1133818,160021,-5,36.0,29.0,Active,0,0
2308030,388274,-6,10.0,9.0,Active,0,0
1360493,354963,-7,24.0,6.0,Active,0,0
1238551,180399,-28,18.0,18.0,Active,0,0
1217977,254778,-36,18.0,8.0,Active,0,0
2002563,240630,-58,10.0,0.0,Active,396,0
1193060,329953,-21,36.0,35.0,Active,0,0
2697330,422642,-49,36.0,34.0,Active,0,0
2572960,351046,-58,6.0,2.0,Active,0,0
1951616,425510,-83,20.0,7.0,Active,0,0
1084885,305800,-46,8.0,0.0,Completed,0,0
1543368,132574,-9,24.0,16.0,Active,0,0
2400567,228758,-12,24.0,22.0,Active,0,0
2220953,191409,-19,36.0,34.0,Active,0,0
2672963,420894,-91,10.0,5.0,Active,0,0
1179955,399265,-64,12.0,0.0,Completed,0,0
2809769,390031,-43,12.0,2.0,Active,4,4
1772637,417513,-11,24.0,21.0,Active,0,0
2306164,185087,-83,9.0,0.0,Completed,0,0
2705064,252977,-18,48.0,43.0,Active,0,0
1159036,369562,-64,24.0,20.0,Active,4,4
2794686,334114,-14,24.0,6.0,Active,0,0
2053921,289166,-21,24.0,21.0,Active,0,0
2023265,322170,-43,12.0,2.0,Active,0,0
1010913,423779,-91,4.0,4.0,Active,0,0
2789510,173101,-13,24.0,13.0,Active,0,0
2714795,116222,-27,24.0,21.0,Active,0,0
2677068,276929,-1,6.0,4.0,Active,0,0
2293994,124986,-39,6.0,6.0,Active,0,0
1385919,301618,-51,12.0,2.0,Active,0,0
2037256,382883,-86,23.0,8.0,Active,12,0
2241525,230730,-15,6.0,5.0,Active,0,0
1515576,347554,-4,24.0,18.0,Active,0,0
2257176,214702,-43,12.0,8.0,Active,0,0
2322430,155402,-10,6.0,3.0,Active,0,0
1288754,420926,-3,12.0,12.0,Active,0,0
2636148,268922,-15,24.0,10.0,Active,0,0
1687843,440358,-7,18.0,16.0,Active,0,0
2596187,319120,-40,10.0,2.0,Active,0,0
1364738,296060,-84,8.0,3.0,Active,0,0
2762056,449723,-75,6.0,3.0,Active,0,0
1288637,124362,-32,12.0,6.0,Active,0,0
1368987,374863,-89,4.0,0.0,Active,0,0
1463525,129282,-17,12.0,10.0,Active,0,0
1160708,231995,-60,6.0,1.0,Active,0,0
1394668,330191,-42,12.0,4.0,Active,0,0
1397640,154085,-14,60.0,50.0,Active,0,0
1925135,308218,-8,42.0,26.0,Active,0,0
1519600,446666,-73,10.0,10.0,Active,0,0
2178442,280752,-19,12.0,9.0,Active,0,0
1697094,327038,-7,10.0,7.0,Active,0,0
2382873,282832,-43,6.0,5.0,Active,0,0
1217781,454816,-63,10.0,1.0,Active,0,0
2099194,449744,-1,24.0,22.0,Active,0,0
2095069,348849,-20,4.0,0.0,Completed,0,0
2778339,173647,-48,12.0,2.0,Active,0,0
1685928,217705,-5,24.0,11.0,Active,0,0
1285050,456133,-21,24.0,0.0,Completed,0,0
1339969,146053,-18,12.0,12.0,Active,0,0
1474719,189354,-23,24.0,18.0,Active,0,0
1584566,374779,-36,12.0,0.0,Completed,0,0
2029691,400441,-12,24.0,13.0,Active,0,0
1569288,158046,-38,12.0,0.0,Active,0,0
1213141,257327,-13,18.0,15.0,Active,0,0
1141521,180652,-88,12.0,0.0,Completed,0,0
2726933,341376,-34,12.0,3.0,Active,0,0
1987708,448818,-36,60.0,56.0,Active,0,0
1103721,144293,-13,12.0,9.0,Active,0,0
1455163,409715,-41,12.0,11.0,Active,0,0
1152072,113609,-9,18.0,10.0,Active,0,0
1998722,327969,-21,10.0,10.0,Active,0,0
1075351,209309,-72,10.0,0.0,Active,187,0
2079694,133266,-31,6.0,2.0,Active,0,0
2309811,429384,-11,60.0,58.0,Active,0,0
1864904,407762,-14,10.0,8.0,Active,0,0
1946741,143160,-27,13.0,7.0,Active,0,0
2439198,369306,-86,12.0,7.0,Active,0,0
1133843,290463,-21,60.0,34.0,Active,0,0
1776363,278994,-47,12.0,10.0,Active,0,0
2841188,104388,-16,24.0,23.0,Active,0,0
2422184,119496,-59,6.0,0.0,Active,0,0
2665668,309236,-74,6.0,3.0,Active,0,0
1647425,430385,-57,12.0,10.0,Active,0,0
1772985,332449,-67,24.0,13.0,Active,0,0
1820353,364897,-73,12.0,1.0,Active,0,0
1536514,193288,-54,12.0,3.0,Active,0,0
1756312,313926,-9,24.0,21.0,Active,0,0
1434338,330395,-26,12.0,10.0,Active,0,0
2784210,331893,-24,12.0,6.0,Active,0,0
2301268,293377,-20,36.0,36.0,Active,0,0
1994039,113300,-24,6.0,2.0,Active,0,0
1462979,449755,-16,6.0,4.0,Active,0,0
2190093,230118,-10,12.0,0.0,Completed,0,0
1624458,165680,-26,18.0,6.0,Active,0,0
2479052,345989,-8,24.0,17.0,Active,0,0
2787856,414873,-18,12.0,7.0,Active,0,0
1375494,416155,-20,18.0,16.0,Active,0,0
2090426,168787,-11,24.0,18.0,Active,0,0
2686935,406786,-36,24.0,20.0,Active,0,0
2504944,400731,-76,12.0,3.0,Active,0,0
2023448,186307,-70,24.0,17.0,Active,0,0
1919315,347029,-41,10.0,10.0,Active,0,0
1429904,447234,-13,6.0,4.0,Active,0,0
2345816,377760,-27,36.0,33.0,Active,0,0
1170551,270574,-30,10.0,9.0,Active,0,0
2814032,239156,-37,6.0,1.0,Active,0,0
2027291,231149,-73,8.0,6.0,Active,0,0
2259530,387640,-10,6.0,3.0,Active,0,0
2784192,271875,-5,4.0,0.0,Completed,0,0
2004152,449991,-5,60.0,57.0,Active,0,0
2253214,273427,-7,12.0,8.0,Active,0,0
2809585,307021,-46,10.0,8.0,Active,0,0
2048337,195708,-3,6.0,2.0,Active,0,0
1619225,195994,-74,20.0,1.0,Active,0,0
1976658,157178,-16,12.0,6.0,Active,0,0
2388567,142812,-95,10.0,5.0,Active,0,0
2758755,279703,-18,12.0,4.0,Active,0,0
2310427,308850,-38,24.0,22.0,Active,0,0
2571611,344049,-71,12.0,6.0,Active,0,0
2703727,154653,-15,12.0,11.0,Active,0,0
1384106,160825,-2,12.0,2.0,Active,0,0
1255154,185948,-24,24.0,19.0,Active,0,0
2295305,129941,-48,16.0,0.0,Completed,0,0
2158882,208909,-85,10.0,8.0,Active,0,0
2807901,266552,-17,8.0,0.0,Active,0,0
1208963,291998,-26,36.0,8.0,Active,0,0
1369510,221750,-5,60.0,56.0,Active,0,0
1184667,439622,-34,36.0,30.0,Active,1,1
2073187,276021,-19,24.0,14.0,Active,0,0
2536316,362326,-31,8.0,7.0,Active,0,0
1522270,291189,-67,10.0,3.0,Active,0,0
2643914,300766,-28,24.0,2.0,Active,0,0
1249445,151007,-34,18.0,17.0,Active,0,0
2199378,432520,-11,12.0,5.0,Active,0,0
1434248,145695,-19,12.0,4.0,Active,0,0
1848553,305490,-44,14.0,10.0,Active,0,0
1723912,175073,-14,30.0,22.0,Active,0,0
1207867,272512,-14,12.0,6.0,Active,0,0
1610918,115769,-71,12.0,8.0,Active,0,0
1173466,174565,-75,6.0,6.0,Signed,0,0
1412714,223589,-26,24.0,5.0,Active,0,0
2449544,362651,-20,12.0,9.0,Active,0,0
2069752,296071,-15,18.0,17.0,Active,0,0
1002798,132701,-51,12.0,0.0,Active,0,0
1305526,315472,-10,24.0,18.0,Active,0,0
2600135,216258,-93,6.0,5.0,Active,0,0
1743889,121771,-26,18.0,11.0,Active,0,0
2765546,337134,-77,12.0,4.0,Active,0,0
2426956,171370,-55,60.0,36.0,Active,0,0
2776298,190300,-52,10.0,4.0,Active,0,0
1254971,446717,-66,15.0,15.0,Signed,0,0
2366583,271775,-6,18.0,7.0,Active,0,0
2605036,428236,-39,6.0,4.0,Active,0,0
2166892,175636,-26,12.0,10.0,Active,0,0
1139641,384735,-19,10.0,3.0,Active,0,0
1141398,440418,-3,9.0,0.0,Completed,0,0
1237152,429091,-21,12.0,6.0,Active,0,0
2336094,407382,-78,6.0,0.0,Active,1081,0
1083149,113240,-12,10.0,5.0,Active,0,0
1066450,141611,-7,48.0,32.0,Active,0,0
1690520,148523,-2,5.0,0.0,Completed,0,0
2543117,272848,-38,12.0,10.0,Active,0,0
1852188,251970,-66,12.0,8.0,Active,0,0
2369425,264600,-36,12.0,11.0,Active,0,0
2704391,390622,-72,10.0,0.0,Active,0,0
2051018,156198,-21,18.0,8.0,Active,0,0
2310479,419257,-72,12.0,7.0,Active,0,0
1871101,228203,-95,10.0,8.0,Active,0,0
1945310,146361,-19,30.0,17.0,Active,0,0
2348178,346004,-29,12.0,10.0,Active,0,0
1385911,330619,-90,8.0,0.0,Completed,0,0
2479534,331487,-1,12.0,10.0,Active,0,0
1930810,105296,-6,9.0,0.0,Completed,0,0
1153032,283099,-72,10.0,3.0,Active,0,0
2366545,221498,-58,10.0,5.0,Active,0,0
2542951,165032,-5,10.0,2.0,Active,0,0
1626738,312303,-56,6.0,0.0,Active,0,0
1084400,193551,-34,12.0,7.0,Active,0,0
1182705,135106,-75,10.0,6.0,Active,0,0
1392935,294330,-71,12.0,7.0,Active,0,0
1315975,189183,-17,12.0,10.0,Active,0,0
2597282,314561,-57,10.0,3.0,Active,0,0
2642791,376909,-75,16.0,6.0,Active,0,0
2578578,337590,-27,42.0,25.0,Active,0,0
1054230,348363,-8,24.0,18.0,Active,0,0
2303748,169007,-22,6.0,2.0,Active,0,0
2837384,298001,-55,24.0,20.0,Active,0,0
1762499,289793,-21,12.0,11.0,Active,0,0
2836214,452460,-36,24.0,2.0,Active,0,0
2765762,284781,-3,12.0,7.0,Active,0,0
2660771,395322,-25,60.0,2.0,Active,0,0
2737821,199732,-94,9.0,2.0,Active,0,0
2189591,190188,-49,18.0,15.0,Active,0,0
1239197,261329,-3,48.0,31.0,Active,0,0
2464217,275050,-64,6.0,0.0,Active,95,0
2130687,401074,-17,24.0,1.0,Active,0,0
2738535,139855,-6,24.0,12.0,Active,0,0
2429449,136203,-30,18.0,15.0,Active,9,9
2429440,346326,-54,10.0,3.0,Active,0,0
2717618,228166,-11,24.0,24.0,Active,0,0
2597460,251716,-20,18.0,13.0,Active,0,0
2741355,332456,-83,12.0,6.0,Active,0,0
1945113,143932,-26,12.0,8.0,Active,0,0
1730151,140009,-22,24.0,3.0,Active,0,0
2716880,299757,-34,36.0,36.0,Active,0,0
1674891,374396,-11,36.0,29.0,Active,0,0
1220169,296795,-7,18.0,0.0,Active,1,1
2447879,153510,-22,12.0,4.0,Active,0,0
1283298,188591,-32,12.0,0.0,Completed,0,0
1179873,413650,-59,6.0,0.0,Active,1030,0
1811900,141369,-46,24.0,24.0,Active,0,0
1165337,338701,-11,36.0,25.0,Active,0,0
1074933,151738,-32,10.0,2.0,Active,0,0
2453836,234300,-38,18.0,8.0,Active,0,0
2559888,217660,-28,24.0,19.0,Active,0,0
2631422,113928,-15,18.0,12.0,Active,0,0
1739437,431986,-96,12.0,5.0,Active,0,0
2159423,201348,-48,12.0,4.0,Active,0,0
2613756,296474,-33,18.0,17.0,Active,0,0
1853729,140893,-54,12.0,0.0,Completed,0,0
1577746,222024,-31,24.0,9.0,Active,0,0
1869286,157116,-18,18.0,18.0,Active,0,0
2317818,409097,-11,12.0,11.0,Active,0,0
1620512,124858,-3,30.0,15.0,Active,0,0
2379265,307204,-76,10.0,9.0,Active,0,0
1312297,228886,-34,24.0,9.0,Active,0,0
2416409,242735,-30,24.0,23.0,Active,0,0
1899390,127045,-2,18.0,13.0,Active,0,0
2642554,244145,-20,24.0,11.0,Active,0,0
2428630,143401,-83,4.0,3.0,Active,0,0
2814498,215863,-33,10.0,9.0,Active,0,0
2744958,164862,-21,12.0,10.0,Active,0,0
1664100,362265,-6,24.0,13.0,Active,0,0
2229600,268411,-19,12.0,12.0,Active,0,0
2286981,386200,-81,8.0,5.0,Active,0,0
1309785,257821,-34,12.0,1.0,Active,0,0
2242390,236987,-14,12.0,9.0,Active,0,0
1594766,443761,-80,8.0,0.0,Active,739,0
1514044,163034,-29,18.0,11.0,Active,0,0
2466398,449629,-40,10.0,1.0,Active,0,0
1698793,253232,-26,5.0,0.0,Completed,0,0
1484786,203173,-45,24.0,17.0,Active,0,0
1618406,292553,-67,6.0,2.0,Active,0,0
1132270,437409,-9,14.0,3.0,Active,0,0
1435328,393872,-53,12.0,2.0,Active,0,0
1037596,395829,-8,30.0,23.0,Active,0,0
2452706,428326,-14,24.0,12.0,Active,0,0
2286247,362714,-16,10.0,7.0,Active,0,0
1430717,382123,-2,36.0,27.0,Active,0,0
1459842,292378,-27,18.0,17.0,Active,0,0
2233511,208340,-9,60.0,53.0,Active,0,0
1340579,292768,-58,10.0,3.0,Active,0,0
1205399,225479,-88,6.0,0.0,Active,0,0
1738589,287931,-3,24.0,15.0,Active,0,0
2110791,291118,-88,11.0,8.0,Active,0,0
1209600,286914,-50,24.0,7.0,Active,0,0
2178551,253122,-52,18.0,0.0,Completed,0,0
2080810,290339,-7,24.0,11.0,Active,0,0
2720985,437137,-79,10.0,6.0,Active,0,0
2386128,218220,-3,14.0,1.0,Active,0,0
1132893,382714,-76,6.0,5.0,Active,0,0
1544765,377193,-17,6.0,6.0,Active,0,0
1373020,301293,-40,30.0,20.0,Active,0,0
1509696,283222,-29,6.0,6.0,Active,0,0
1523516,325553,-64,16.0,1.0,Active,0,0
2200811,331772,-80,23.0,15.0,Active,0,0
2107959,407321,-6,24.0,22.0,Active,0,0
1282416,277649,-54,12.0,2.0,Active,0,0
2057618,287763,-6,24.0,23.0,Active,0,0
2506538,369064,-28,24.0,21.0,Active,0,0
2633347,358231,-61,6.0,2.0,Active,0,0
2158028,373328,-73,12.0,8.0,Active,0,0
1871437,186537,-70,12.0,6.0,Active,11,11
1747115,366923,-8,12.0,3.0,Active,0,0
2630149,282202,-20,24.0,21.0,Active,0,0
2229893,217864,-20,24.0,19.0,Active,0,0
1374715,137188,-24,14.0,7.0,Active,0,0
1518070,136586,-70,10.0,1.0,Active,0,0
2428212,386107,-11,12.0,8.0,Active,0,0
2120605,235728,-51,14.0,13.0,Active,0,0
1121638,402065,-46,60.0,23.0,Active,0,0
2729395,439551,-31,13.0,0.0,Completed,0,0
2294331,143588,-9,24.0,17.0,Active,0,0
2833269,197514,-3,30.0,14.0,Active,0,0
1481991,288848,-17,6.0,6.0,Active,0,0
2674117,350591,-61,7.0,0.0,Completed,0,0
1469780,282407,-44,12.0,2.0,Active,0,0
1981012,335032,-32,12.0,12.0,Active,0,0
1159323,299497,-82,6.0,4.0,Active,0,0
2714483,212552,-21,36.0,21.0,Active,0,0
1532848,377459,-18,12.0,3.0,Active,0,0
2611198,357243,-94,9.0,2.0,Active,0,0
2661072,208485,-81,10.0,10.0,Active,0,0
1547805,425432,-43,10.0,10.0,Signed,0,0
2267997,130744,-30,10.0,6.0,Active,0,0
2755879,219546,-53,4.0,4.0,Active,0,0
1460828,455688,-8,60.0,44.0,Active,0,0
1248650,139470,-11,6.0,6.0,Signed,0,0
2110867,282261,-57,12.0,0.0,Active,79,0
1436498,215909,-83,6.0,0.0,Completed,0,0
1117411,257151,-36,24.0,24.0,Active,0,0
1266150,446911,-88,6.0,6.0,Active,0,0
1030621,430351,-37,12.0,10.0,Active,0,0
2368645,222471,-15,48.0,43.0,Active,0,0
2644156,160709,-58,12.0,9.0,Active,1,1
2449854,351463,-8,19.0,0.0,Completed,0,0
2824265,417147,-47,12.0,7.0,Active,0,0
1276999,374152,-48,13.0,15.0,Active,0,0
2128443,317271,-2,36.0,36.0,Active,0,0
2435685,361577,-49,12.0,8.0,Active,0,0
2421694,114830,-14,24.0,14.0,Active,0,0
2697736,420703,-42,24.0,3.0,Active,0,0
1573807,105018,-28,12.0,10.0,Active,0,0
2087164,309353,-1,24.0,11.0,Active,0,0
2572349,243232,-17,12.0,5.0,Active,0,0
1368736,388320,-40,18.0,15.0,Active,0,0
1327192,366198,-20,18.0,14.0,Active,0,0
2783563,297261,-73,10.0,10.0,Active,0,0
2428374,430184,-3,36.0,35.0,Active,0,0
1710374,231789,-14,10.0,2.0,Active,0,0
2541228,371120,-17,10.0,8.0,Active,0,0
1635150,141143,-15,12.0,9.0,Active,0,0
2702282,257035,-23,12.0,11.0,Active,0,0
2701358,145088,-3,60.0,49.0,Active,0,0
1987697,362540,-30,12.0,0.0,Active,0,0
2660425,207426,-24,10.0,10.0,Active,0,0
2198566,368665,-12,36.0,24.0,Active,0,0
2432004,210080,-29,3.0,0.0,Completed,0,0
1211866,216088,-94,5.0,4.0,Active,0,0
